user6,"['Millennium Park', 'Patel Brothers', 'Parivar Grocers', 'Pita Inn', 'Chicago Curry House Restaurant', 'Quigley', 'Taste of Peru', 'Skokie Fashion Square', 'Bombay Wraps', 'Lickity Split Frozen Custard']"
user3,"['Parivar Grocers', 'Millennium Park', 'Shedd Aquarium', 'Nepal House Indian Nepalese Restaurant', 'Bombay Wraps', 'Bar Louie - Naperville', 'Quigley', 'Stateway Park', 'Patel Brothers', 'Chicago Curry House Restaurant']"
user4,"['Bombay Wraps', 'Skokie Fashion Square', 'Stateway Park', 'Nepal House Indian Nepalese Restaurant', 'Pita Inn', 'Bar Louie - Naperville', 'Shedd Aquarium', 'Chicago Curry House Restaurant', 'Millennium Park', 'Quigley']"
test1,"['Bar Louie - Naperville', 'Patel Brothers', 'Bombay Wraps', 'Shedd Aquarium', 'Pita Inn', 'Millennium Park', 'Captains Walk Shopping Mall', 'Nepal House Indian Nepalese Restaurant', 'Stateway Park', 'Jewel-Osco']"
test,"['Shedd Aquarium', 'Patel Brothers', 'Pita Inn', 'Quigley', 'Millennium Park', 'Chicago Curry House Restaurant', 'Bar Louie - Naperville', 'Parivar Grocers', 'Nepal House Indian Nepalese Restaurant', 'Taste of Peru']"
user2,"['Bombay Wraps', 'Nepal House Indian Nepalese Restaurant', 'Parivar Grocers', 'Millennium Park', 'Quigley', 'Skokie Fashion Square', 'Shedd Aquarium', 'Pita Inn', 'Chicago Curry House Restaurant', 'Patel Brothers']"
user5,"['Nepal House Indian Nepalese Restaurant', 'Bombay Wraps', 'Parivar Grocers', 'Millennium Park', 'Pita Inn', 'Patel Brothers', 'Chicago Curry House Restaurant', 'Taste of Peru', 'Skokie Fashion Square', 'India House Restaurant - Chicago']"
user1,"['Shedd Aquarium', 'Nepal House Indian Nepalese Restaurant', 'Patel Brothers', 'Skokie Fashion Square', 'Chicago Curry House Restaurant', 'Pita Inn', 'Pub 56', 'Captains Walk Shopping Mall', 'Jewel-Osco', 'Taste of Peru']"
